[MS Spectrum]	
# of Peaks	314
Raw Spectrum	2.117 (scan : 71)
Background	No Background Spectrum
Base Peak	m/z 43.10 (Inten : 13,585)
Event#	1
m/z	Absolute Intensity
65.10	47
66.10	77
67.15	723
68.10	766
69.15	2535
70.15	2644
71.15	1234
74.20	79
75.20	3
76.20	6
77.20	7
78.10	68
79.20	9
81.15	355
82.15	925
83.15	2256
84.15	1422
85.15	525
90.10	43
92.10	53
93.10	104
95.20	111
96.15	463
97.15	2146
98.15	638
100.20	58
104.20	92
107.20	62
109.20	81
110.20	498
111.15	631
112.20	282
114.20	38
123.20	61
124.20	77
125.20	291
126.20	170
127.20	40
130.20	16
134.20	81
135.20	21
139.20	26
140.20	153
141.20	61
142.20	6
143.20	33
148.20	12
150.20	62
153.20	84
154.20	124
157.20	55
158.20	54
159.20	18
160.20	44
161.20	43
162.20	3
163.20	65
164.20	25
165.20	21
167.20	49
168.20	16
169.20	10
170.20	39
171.20	20
173.20	47
177.20	32
181.20	27
182.20	14
183.20	11
184.20	52
187.20	20
188.20	19
189.20	25
192.20	16
194.20	51
200.20	5
201.20	39
202.20	49
203.20	33
204.20	30
205.20	5
206.20	29
207.20	101
208.20	35
209.20	9
213.20	14
214.20	48
217.20	46
218.20	19
219.20	11
223.20	14
228.20	13
229.20	7
230.20	16
232.20	25
236.20	10
237.20	14
239.20	53
241.20	42
242.20	10
243.20	86
246.20	3
248.20	21
249.20	24
250.20	22
252.20	49
253.20	2
254.20	17
255.20	1
258.20	8
259.20	14
261.20	36
262.20	70
266.20	8
267.20	40
268.20	25
270.20	37
271.20	16
272.20	2
273.20	14
274.20	6
278.20	35
279.20	24
281.20	50
282.20	10
283.20	9
284.20	67
286.20	63
287.20	59
288.20	41
289.20	4
291.20	13
294.20	1
297.20	34
298.20	34
299.20	37
300.20	37
301.20	14
302.20	48
305.20	32
306.20	31
307.20	34
311.20	39
312.20	23
313.20	92
315.20	23
317.20	67
319.20	15
321.20	41
322.20	33
323.20	50
324.20	26
325.20	10
326.20	32
327.20	57
328.20	4
330.20	6
331.20	10
332.20	9
333.20	4
336.20	31
339.20	16
340.20	4
344.20	2
347.20	24
348.20	13
349.20	16
352.20	8
353.20	36
360.20	42
361.20	44
362.20	12
363.20	33
364.20	46
366.20	25
367.20	23
368.20	77
369.20	45
370.20	3
371.20	58
372.20	15
373.20	3
375.20	4
376.20	19
377.20	19
378.20	22
379.20	2
381.20	31
382.20	2
383.20	9
385.20	14
386.20	12
390.20	55
391.20	52
392.20	51
396.20	24
398.20	39
400.20	48
[MS Spectrum]	
# of Peaks	214
Raw Spectrum	6.862 -> 6.865 (scan : 2918 -> 2920)
Background	6.845 <-> 6.898 (scan : 2908 <-> 2940)
Base Peak	m/z 57.15 (Inten : 17,597)
Event#	1
m/z	Absolute Intensity
36.00	28
39.15	514
40.05	106
41.10	4213
42.15	1368
43.15	11659
44.05	705
46.10	83
47.10	61
52.10	75
53.10	264
54.10	262
55.10	2484
56.10	2437
57.15	17597
58.10	694
61.10	5
64.10	18
65.10	65
66.10	6
67.10	346
68.10	166
69.15	911
70.10	1651
71.15	9441
72.15	492
73.10	209
74.10	4
75.10	80
78.10	52
79.10	15
82.15	510
83.15	724
84.15	1107
85.15	6021
86.10	396
87.10	2
91.10	80
92.10	17
93.10	131
94.10	82
95.10	215
97.15	287
98.15	782
99.20	1401
100.20	100
101.20	75
102.20	13
103.20	7
105.20	217
106.20	38
107.20	89
110.20	39
111.20	152
112.10	528
113.25	680
114.20	92
116.30	8
119.30	93
120.20	24
123.30	16
124.20	30
126.20	317
127.25	518
130.30	35
131.30	72
134.30	40
136.30	89
137.30	89
140.30	175
141.30	306
142.30	76
144.30	10
146.30	14
147.30	83
148.30	39
152.30	29
154.30	69
155.30	72
156.30	57
157.30	112
158.30	37
159.30	35
160.30	68
161.30	39
165.30	5
166.30	62
167.30	24
168.30	26
169.30	34
170.30	19
171.30	10
172.30	35
174.30	12
181.30	34
182.30	49
185.30	35
187.30	28
188.30	6
191.30	21
194.30	5
195.30	23
196.30	73
198.30	426
199.30	10
200.30	28
201.30	44
203.30	13
204.30	14
205.30	29
206.30	36
210.30	32
211.30	10
213.30	16
214.30	14
215.30	24
217.30	31
219.30	10
221.30	29
225.30	5
228.30	53
229.30	33
230.30	32
231.30	2
233.30	3
236.30	22
238.30	40
239.30	11
240.30	11
242.30	38
243.30	16
244.30	20
245.30	2
247.30	4
249.30	2
250.30	38
255.30	26
256.30	15
259.30	43
261.30	39
262.30	26
263.30	14
265.30	47
266.30	72
267.30	47
269.30	38
270.30	21
271.30	37
273.30	5
275.30	5
276.30	20
278.30	1
281.30	9
283.30	24
284.30	34
287.30	47
293.30	4
294.30	16
295.30	28
297.30	5
298.30	31
299.30	63
300.30	12
303.30	20
304.30	22
305.30	50
306.30	3
309.30	45
310.30	7
313.30	54
314.30	17
315.30	34
316.30	23
317.30	17
318.30	22
319.30	29
320.30	25
322.30	48
323.30	3
325.30	40
327.30	9
328.30	28
336.30	6
340.30	67
341.30	42
342.30	56
344.30	21
346.30	1
347.30	18
349.30	67
350.30	25
351.30	13
355.30	24
359.30	13
360.30	54
363.30	9
364.30	4
367.30	8
368.30	21
369.30	11
372.30	37
373.30	66
375.30	18
376.30	28
377.30	41
378.30	8
380.30	49
385.30	22
388.30	36
389.30	8
391.30	34
392.30	50
399.30	40
400.30	25
[MS Spectrum]	
# of Peaks	222
Raw Spectrum	7.110 -> 7.113 (scan : 3067 -> 3069)
Background	7.082 <-> 7.128 (scan : 3050 <-> 3078)
Base Peak	m/z 94.10 (Inten : 1,812)
Event#	1
m/z	Absolute Intensity
35.00	15
39.10	316
41.10	1013
43.10	248
44.05	138
49.10	24
51.10	20
53.10	141
55.15	850
57.10	1220
58.10	141
60.10	72
63.10	49
64.10	113
65.10	142
66.10	21
67.15	864
68.10	4
70.10	144
71.10	383
73.10	100
75.10	55
77.15	438
78.10	274
79.10	846
80.10	211
81.10	580
82.15	383
83.20	380
84.20	29
85.15	92
86.10	15
89.10	15
91.15	1460
92.15	226
93.05	1165
94.10	1812
95.10	1432
96.20	79
97.15	165
99.10	120
100.10	60
102.20	63
103.10	13
104.10	100
105.15	1292
106.15	562
107.15	1223
108.20	961
109.15	753
110.10	217
111.20	194
112.10	46
115.10	9
116.20	40
117.10	73
118.10	10
119.15	148
120.15	629
121.15	581
122.20	256
123.20	197
124.10	47
128.20	35
129.10	59
130.20	38
131.20	43
132.20	62
133.20	1233
134.20	453
135.20	737
136.20	273
137.20	305
138.20	90
139.20	8
140.20	76
142.20	46
144.20	67
145.20	102
146.20	11
147.20	780
148.20	113
149.10	131
150.10	57
152.20	14
153.20	140
156.20	12
157.20	118
161.15	1131
162.10	284
163.10	284
166.10	29
167.10	14
168.10	36
169.10	18
171.10	6
172.10	34
174.10	21
175.10	539
176.10	73
178.10	4
181.10	69
183.10	11
184.10	44
185.10	7
188.10	33
189.10	894
190.10	105
191.10	71
192.10	8
193.10	55
194.10	21
197.10	2
198.10	48
202.10	12
203.10	43
204.10	938
205.10	58
206.10	37
208.10	51
210.10	24
211.10	1
216.10	28
217.10	1
218.10	5
219.10	15
221.10	29
222.10	9
224.10	4
226.10	35
227.10	21
228.10	29
229.10	31
230.10	50
233.10	48
235.10	5
238.10	49
241.10	45
245.10	2
246.10	10
247.10	1
248.10	71
250.10	35
258.10	25
261.10	7
262.10	6
263.10	35
264.10	26
265.10	50
266.10	62
268.10	5
270.10	42
271.10	32
272.10	72
273.10	10
274.10	45
275.10	7
276.10	56
277.10	45
281.10	99
282.10	56
285.10	46
287.10	67
288.10	3
291.10	48
292.10	18
294.10	14
295.10	137
296.10	20
298.10	9
300.10	12
303.10	12
306.10	2
307.10	63
310.10	22
313.10	3
316.10	37
321.10	31
323.10	28
325.10	66
326.10	66
327.10	14
332.10	54
335.10	79
337.10	47
338.10	43
339.10	2
341.10	25
343.10	2
345.10	45
346.10	12
348.10	10
349.10	20
350.10	13
351.10	38
352.10	43
353.10	46
354.10	21
355.10	34
356.10	30
357.10	13
359.10	34
362.10	34
363.10	13
365.10	29
366.10	33
367.10	24
370.10	48
371.10	7
372.10	23
376.10	30
378.10	36
379.10	41
381.10	46
382.10	3
385.10	16
389.10	9
390.10	32
391.10	8
392.10	9
395.10	58
396.10	8
[MS Spectrum]	
# of Peaks	214
Raw Spectrum	7.148 -> 7.152 (scan : 3090 -> 3092)
Background	7.128 <-> 7.198 (scan : 3078 <-> 3120)
Base Peak	m/z 69.10 (Inten : 9,233)
Event#	1
m/z	Absolute Intensity
35.00	52
38.00	3
39.10	795
41.15	6752
42.10	301
43.10	1216
44.10	344
45.10	67
46.10	9
48.10	34
49.10	59
50.10	12
51.10	160
52.10	29
53.10	832
54.10	186
55.15	2619
56.15	360
57.15	1583
60.10	26
61.10	18
63.10	12
65.10	308
67.10	1827
68.10	657
69.10	9233
70.15	1447
71.15	1424
75.10	118
76.10	47
77.15	1062
78.10	82
79.10	1751
80.10	292
81.15	1529
82.10	589
83.20	332
84.10	26
85.15	466
91.10	1706
92.10	878
93.15	4455
94.10	594
95.10	541
96.10	127
97.10	98
98.10	135
99.20	330
100.10	7
101.20	24
102.20	145
103.10	131
104.10	72
105.10	922
106.20	282
107.15	162
108.10	160
109.20	326
110.20	107
111.20	107
112.20	35
113.20	121
114.20	82
115.20	22
116.20	29
117.20	26
119.10	280
120.20	1564
121.20	289
122.20	44
123.20	107
128.20	8
129.20	90
131.20	90
133.20	1798
134.20	273
137.20	31
138.20	104
139.20	39
140.20	138
141.20	64
144.20	5
145.20	76
148.00	74
149.20	47
150.20	42
152.20	7
153.20	32
156.30	78
157.30	72
160.30	14
161.15	635
162.20	341
163.20	111
164.20	30
168.20	17
169.20	107
170.20	29
171.20	21
172.20	23
173.20	29
174.20	15
175.20	84
176.20	3
178.20	23
179.20	82
184.20	28
185.20	24
188.20	34
190.20	67
191.20	30
192.20	17
193.20	30
194.20	58
198.20	14
200.20	15
201.20	13
203.20	4
204.20	220
205.20	30
208.20	70
209.20	36
211.20	4
215.20	10
216.20	39
218.20	16
219.20	6
223.20	15
226.20	17
227.20	32
229.20	12
230.20	2
231.20	5
232.20	4
233.20	40
235.20	36
236.20	13
239.20	22
244.20	1
245.20	11
247.20	4
248.20	2
250.20	30
251.20	88
259.20	8
260.20	16
263.20	52
264.20	9
265.20	58
267.20	8
268.20	10
269.20	11
270.20	20
271.20	15
272.20	26
273.20	34
274.20	29
276.20	6
277.20	17
282.20	71
285.20	7
286.20	24
287.20	5
288.20	13
295.20	32
296.20	23
299.20	45
302.20	5
303.20	5
306.20	17
307.20	13
310.20	4
312.20	7
313.20	40
314.20	44
317.20	39
318.20	18
323.20	20
324.20	16
325.20	42
328.20	36
329.20	11
331.20	16
332.20	38
334.20	13
335.20	1
336.20	6
338.20	49
339.20	7
349.20	49
351.20	28
352.20	43
353.20	12
354.20	64
358.20	20
359.20	16
362.20	25
363.20	53
367.20	10
368.20	18
370.20	64
371.20	18
374.20	21
376.20	31
377.20	2
379.20	22
382.20	21
384.20	2
387.20	24
388.20	4
391.20	32
395.20	26
396.20	2
398.20	13
[MS Spectrum]	
# of Peaks	215
Raw Spectrum	7.342 -> 7.345 (scan : 3206 -> 3208)
Background	7.292 <-> 7.368 (scan : 3176 <-> 3222)
Base Peak	m/z 57.15 (Inten : 6,988)
Event#	1
m/z	Absolute Intensity
35.00	2
37.00	83
38.00	14
39.15	420
40.00	328
41.10	2143
42.10	491
43.10	4840
44.00	371
48.00	40
49.00	33
50.00	4
51.00	35
52.00	48
53.00	90
54.00	55
55.10	976
56.10	986
57.15	6988
58.10	395
60.10	108
62.10	55
64.10	56
65.10	133
66.10	57
67.15	331
68.10	234
69.10	378
70.10	1080
71.15	4807
72.20	164
73.10	86
74.20	1
76.10	33
77.10	130
78.20	146
79.10	44
81.10	93
82.10	25
83.10	383
84.15	491
85.20	2296
86.20	71
88.20	39
91.10	1262
92.10	247
94.10	101
95.10	125
96.10	61
97.15	209
98.20	398
99.20	814
100.20	91
102.20	31
103.20	114
104.20	122
105.20	248
107.20	230
108.20	86
109.20	289
110.20	11
112.20	361
113.15	550
115.20	86
116.20	68
117.20	57
118.10	46
119.10	19
120.20	80
121.20	23
123.20	34
124.20	19
126.20	69
127.10	239
129.20	49
130.10	26
131.10	108
132.20	89
133.20	42
134.20	79
135.20	169
136.20	10
137.20	58
138.20	7
140.20	50
141.20	73
143.20	83
144.20	31
145.10	105
146.10	45
147.10	48
149.20	50
150.10	58
151.10	27
152.20	4
154.20	93
155.10	96
156.20	61
157.20	60
161.20	127
162.20	29
164.20	57
165.20	43
167.20	18
168.20	5
169.20	38
173.20	12
174.20	32
175.20	56
178.20	32
179.20	25
180.10	20
182.20	107
186.10	131
188.20	61
189.10	30
191.10	32
193.20	32
195.20	10
196.10	6
199.10	49
200.10	11
202.20	130
203.20	14
204.20	84
208.00	9
210.00	10
211.00	21
212.00	194
213.90	20
214.90	36
216.00	22
218.90	27
220.00	15
225.00	40
225.90	13
226.90	22
229.90	55
230.90	3
231.90	30
232.90	13
238.90	36
244.00	12
250.90	67
252.00	10
253.90	31
255.90	24
258.90	2
260.00	7
261.00	16
265.90	25
267.00	14
268.00	4
269.90	81
271.00	29
272.00	31
276.90	10
280.00	14
283.90	14
284.90	34
287.00	11
288.90	18
290.90	67
292.90	20
297.00	9
298.90	43
300.00	16
302.90	14
303.90	6
304.90	38
308.90	20
309.90	91
311.00	38
312.90	10
316.00	39
321.00	13
321.90	12
323.00	6
323.90	69
324.90	2
326.90	20
329.00	9
329.90	39
330.90	21
332.90	27
334.90	1
337.00	14
338.90	6
342.90	41
348.90	44
350.90	30
354.90	14
355.90	8
357.90	42
358.90	34
362.90	6
363.90	2
364.90	9
365.90	6
367.00	17
368.00	40
368.90	27
370.00	18
374.00	1
379.90	29
381.00	30
382.00	1
384.00	47
388.90	2
390.90	49
393.90	11
394.90	29
396.00	46
397.00	15
398.00	11
[MS Spectrum]	
# of Peaks	202
Raw Spectrum	7.758 -> 7.762 (scan : 3456 -> 3458)
Background	7.738 <-> 7.782 (scan : 3444 <-> 3470)
Base Peak	m/z 57.15 (Inten : 16,719)
Event#	1
m/z	Absolute Intensity
36.00	11
37.00	25
38.00	39
39.00	91
41.10	3695
42.10	1269
43.10	10495
44.05	357
45.10	101
50.10	15
51.10	19
53.10	69
54.10	285
55.15	2694
56.15	2124
57.15	16719
58.15	757
59.20	49
65.20	5
66.10	49
67.10	347
68.10	53
69.10	1296
70.15	1128
71.15	9674
72.20	317
73.10	150
74.20	75
76.10	54
78.10	22
79.10	42
81.10	75
82.10	210
83.15	780
84.15	1069
85.15	6593
86.20	382
88.20	28
89.20	65
90.10	8
94.20	112
95.20	131
96.10	171
97.15	845
98.20	398
99.20	1906
100.20	25
106.20	109
109.20	55
110.20	101
111.15	219
112.20	556
113.15	926
118.20	43
120.20	27
121.20	80
124.20	3
125.20	99
126.30	444
127.20	581
128.20	60
130.20	81
133.20	70
136.20	24
137.20	33
140.20	284
141.20	326
142.20	70
143.20	3
145.20	16
147.20	146
150.20	28
153.20	33
154.20	176
155.20	397
156.20	39
158.20	9
161.20	75
163.20	66
165.20	30
167.20	52
168.20	19
169.20	166
170.20	22
171.20	22
172.20	39
173.20	28
175.20	34
177.20	21
178.20	67
180.20	7
182.20	47
185.20	7
186.20	71
189.20	17
191.20	52
192.20	74
195.20	34
196.20	67
197.20	48
198.20	29
199.20	10
200.20	3
202.20	8
203.20	15
204.20	11
205.20	18
211.00	49
212.00	62
219.00	41
221.00	23
223.00	12
224.00	158
226.00	235
227.00	47
229.00	5
233.00	10
234.00	23
235.00	22
236.00	30
237.00	18
238.00	38
239.00	13
240.00	32
245.00	4
246.00	33
247.00	27
248.00	11
250.00	47
251.00	102
255.00	34
258.00	10
260.00	12
261.00	12
263.00	9
264.00	6
271.00	3
272.00	53
277.00	2
280.00	19
286.00	4
288.00	28
289.00	59
291.00	18
293.00	15
294.00	16
295.00	44
296.00	47
297.00	42
299.00	19
300.00	7
302.00	38
305.00	18
306.00	21
308.00	63
310.00	25
311.00	16
312.00	15
314.00	20
315.00	9
317.00	3
320.00	20
321.00	3
322.00	3
324.00	41
326.00	43
327.00	5
329.00	22
330.00	12
331.00	33
335.00	4
336.00	3
338.00	10
339.00	25
340.00	26
341.00	2
343.00	2
344.00	5
346.00	20
347.00	35
349.00	3
350.00	59
353.00	18
354.00	15
355.00	6
357.00	53
361.00	16
362.00	53
364.00	36
368.00	30
369.00	22
374.00	11
375.00	5
378.00	8
379.00	16
383.00	4
385.00	23
388.00	12
389.00	4
391.00	25
397.00	12
399.00	21
[MS Spectrum]	
# of Peaks	210
Raw Spectrum	8.157 -> 8.160 (scan : 3695 -> 3697)
Background	8.132 <-> 8.182 (scan : 3680 <-> 3710)
Base Peak	m/z 43.10 (Inten : 3,263)
Event#	1
m/z	Absolute Intensity
35.00	5
37.00	13
38.00	12
39.20	341
40.05	17
41.10	696
42.10	166
43.10	3263
44.05	234
46.10	6
47.10	49
49.10	28
50.10	53
51.10	170
53.10	58
54.10	36
55.10	583
56.05	256
57.15	2771
58.10	61
59.10	19
60.10	8
64.10	16
65.10	190
66.10	320
67.20	535
69.10	536
70.15	212
71.15	2151
72.10	166
74.10	75
76.10	29
78.10	69
79.10	129
80.10	155
82.10	121
83.10	213
84.10	186
85.20	1612
86.10	155
89.10	174
90.10	59
91.20	131
92.20	147
93.10	253
94.10	254
95.15	511
96.15	160
97.15	6
98.20	16
99.20	263
100.20	1
101.20	11
103.20	66
104.20	31
105.20	31
106.20	63
108.20	169
109.20	121
110.20	17
113.20	317
115.20	130
116.20	48
120.20	147
121.20	268
122.20	18
123.20	114
127.20	243
128.20	42
130.20	9
131.20	2
132.20	66
133.15	28
135.20	123
136.20	114
137.20	57
138.20	34
140.20	52
141.20	156
143.20	81
144.20	29
145.20	49
146.20	56
147.20	181
149.20	105
150.20	35
151.20	12
152.20	19
153.20	182
155.20	50
157.20	59
158.20	54
160.20	65
161.20	25
163.20	44
165.20	4
168.20	28
169.20	170
171.20	6
172.20	58
173.20	51
174.20	134
181.20	13
182.20	108
183.20	68
184.20	46
185.20	53
187.20	17
188.20	12
189.20	108
190.20	35
192.20	24
193.20	2
194.20	22
196.20	44
197.20	134
198.20	41
199.20	92
201.20	64
202.20	26
204.20	7
205.20	71
209.00	23
212.00	91
213.00	3
215.00	5
218.00	23
219.00	21
221.00	29
231.00	45
232.00	23
233.00	9
234.00	33
235.00	23
237.00	83
239.00	10
241.00	73
244.00	1
246.00	10
247.00	1
251.00	40
252.00	8
253.00	54
254.00	14
255.00	21
256.00	29
258.00	16
260.00	8
263.00	21
265.00	50
267.00	26
268.00	12
269.00	55
270.00	23
271.00	36
275.00	13
277.00	2
278.00	36
279.00	12
280.00	3
282.00	112
285.00	8
287.00	7
290.00	1
291.00	2
296.00	43
299.00	36
300.00	23
302.00	29
304.00	40
307.00	5
309.00	20
310.00	9
315.00	20
319.00	27
320.00	14
322.00	23
323.00	19
327.00	20
328.00	5
331.00	12
332.00	14
343.00	29
344.00	99
346.00	2
347.00	24
349.00	8
350.00	9
351.00	30
353.00	1
354.00	63
355.00	29
356.00	16
357.00	3
358.00	1
359.00	14
360.00	24
361.00	4
362.00	28
364.00	46
368.00	11
369.00	7
371.00	3
375.00	8
379.00	5
380.00	28
386.00	10
390.00	48
391.00	46
397.00	11
[MS Spectrum]	
# of Peaks	238
Raw Spectrum	8.275 -> 8.278 (scan : 3766 -> 3768)
Background	8.252 <-> 8.365 (scan : 3752 <-> 3820)
Base Peak	m/z 69.15 (Inten : 54,951)
Event#	1
m/z	Absolute Intensity
36.00	3
37.00	83
38.10	96
39.10	6321
40.10	1728
41.10	38122
42.10	2127
43.10	6210
44.05	513
45.10	99
48.00	46
50.10	339
51.10	1020
52.10	539
53.10	5644
54.15	591
55.15	12450
56.10	1666
57.15	4071
58.10	367
59.10	175
60.10	65
61.10	149
62.10	49
63.10	288
64.10	93
65.15	2332
66.15	649
67.10	10171
68.15	6419
69.15	54951
70.10	3558
71.10	1328
72.10	121
73.10	172
74.10	115
75.10	134
76.10	23
77.10	5545
78.10	1011
79.10	9715
80.10	3752
81.10	16955
82.15	3677
83.15	1883
84.10	2261
85.15	325
86.20	42
88.10	33
89.10	125
90.10	60
91.10	9765
92.15	4058
93.15	23941
94.15	4179
95.10	5846
96.10	912
97.20	1168
98.20	293
101.10	57
102.10	77
103.10	640
104.15	249
105.15	7192
106.15	1536
107.15	8671
108.20	1736
109.15	4682
110.20	946
111.20	681
113.20	131
114.20	25
115.15	486
116.20	89
117.10	901
118.20	340
119.15	10188
120.15	3882
121.15	4805
122.20	2099
123.20	4028
124.20	842
125.15	440
127.25	682
128.20	281
129.20	183
130.30	160
131.20	668
132.20	216
133.15	4612
134.20	2114
135.20	1779
136.20	3172
137.20	1167
138.25	522
139.20	260
140.20	78
141.20	6
143.20	192
144.20	135
145.20	228
146.10	50
147.15	1304
148.10	796
149.20	442
150.10	53
151.10	76
152.10	64
153.20	15
154.20	2
157.20	117
158.10	142
159.20	422
160.10	34
161.15	4140
162.25	1124
163.15	396
164.10	31
166.10	88
167.20	63
168.20	29
171.20	34
173.10	53
175.20	442
176.20	182
177.20	204
178.10	32
179.10	284
183.20	77
185.10	129
187.10	177
188.10	10
189.15	1237
190.10	214
191.05	541
192.10	77
193.00	112
194.00	50
195.00	6
196.00	15
199.00	2
202.00	62
203.00	143
204.15	1857
205.10	226
206.00	168
206.95	264
210.90	38
212.00	30
213.90	6
214.90	9
216.90	24
217.90	46
219.00	19
220.00	67
223.00	39
227.90	24
229.00	11
229.90	24
232.90	28
233.90	9
235.00	3
235.90	26
238.00	12
238.90	36
240.90	5
242.00	21
243.00	35
244.00	29
244.90	3
246.90	23
248.00	51
249.00	61
249.90	82
251.90	107
253.90	8
254.90	7
256.00	66
259.90	10
260.90	31
264.00	47
264.90	55
266.00	15
267.00	67
269.00	31
270.00	34
271.00	5
273.90	25
277.00	10
278.90	29
279.90	6
283.90	18
293.90	39
295.00	13
299.00	46
301.00	44
305.00	49
307.00	36
308.00	27
309.00	25
310.00	2
311.00	52
312.00	16
314.00	1
314.90	14
317.00	11
318.90	41
321.00	2
324.00	2
324.90	7
330.00	12
330.90	1
332.90	1
338.00	18
341.00	67
341.90	6
343.90	65
347.00	7
354.00	65
360.00	16
364.00	25
365.90	10
367.00	2
369.00	6
369.90	26
372.00	19
373.00	5
373.90	6
375.00	16
377.00	11
378.90	2
382.00	17
383.90	18
385.00	21
388.00	4
391.00	28
398.00	21
399.00	27
[MS Spectrum]	
# of Peaks	196
Raw Spectrum	8.380 -> 8.383 (scan : 3829 -> 3831)
Background	8.365 <-> 8.435 (scan : 3820 <-> 3862)
Base Peak	m/z 91.10 (Inten : 1,321)
Event#	1
m/z	Absolute Intensity
39.10	164
41.10	135
48.10	3
53.15	5
55.10	56
57.15	10
58.10	94
59.10	6
60.10	101
64.10	31
67.05	195
68.15	39
69.10	282
72.10	135
74.00	166
75.10	117
76.00	51
77.05	157
82.10	130
83.10	104
84.15	603
85.15	34
88.10	42
89.10	17
90.10	19
91.10	1321
92.10	215
94.10	131
95.10	293
96.00	32
99.10	48
103.10	47
105.10	66
107.15	113
110.10	48
111.20	89
112.10	66
115.10	283
116.20	32
119.20	330
120.20	10
121.15	159
123.20	22
124.20	119
125.20	184
127.20	73
128.20	98
129.20	35
131.20	101
132.20	153
133.15	250
138.10	114
140.10	16
143.10	10
144.10	30
148.10	9
149.10	156
150.10	25
151.10	6
152.10	78
153.10	31
156.10	67
158.10	41
159.10	92
162.10	114
167.10	42
168.10	63
169.10	84
171.10	31
173.10	66
174.10	90
176.10	45
178.10	89
186.10	10
188.10	15
189.10	57
191.10	238
192.10	163
193.10	146
194.10	130
195.10	12
196.10	88
197.10	180
198.10	47
202.10	106
203.10	75
207.00	358
207.95	295
209.00	146
209.90	89
211.00	77
212.00	88
213.00	25
214.00	45
214.90	3
216.00	56
218.90	61
220.00	62
222.00	34
228.00	40
229.00	16
231.90	7
234.00	42
236.00	106
237.00	38
239.00	32
239.90	62
241.00	11
242.00	16
243.00	5
244.90	63
246.00	71
248.00	24
249.00	36
250.90	65
253.00	18
255.00	23
257.00	30
258.00	46
259.00	35
260.00	57
261.00	58
262.90	4
263.90	12
265.00	108
268.00	1
270.00	16
271.00	16
272.00	1
275.90	29
278.00	5
280.00	13
281.00	100
283.00	72
284.00	20
285.00	4
286.00	61
289.00	32
291.00	19
292.00	18
293.00	22
294.00	13
295.00	10
296.00	1
301.00	33
304.00	14
305.00	8
306.00	28
307.00	14
309.00	25
310.00	4
316.00	43
323.00	53
324.00	40
326.00	18
327.00	23
329.00	12
332.00	28
334.00	7
335.00	32
336.00	28
337.00	27
338.00	14
344.00	113
345.00	17
346.00	15
349.00	28
350.00	1
351.00	37
353.00	36
354.00	11
355.00	153
356.00	10
360.00	88
363.00	19
364.00	20
365.00	37
367.00	2
368.00	16
373.00	4
374.00	20
375.00	23
376.00	11
382.00	4
383.00	12
385.00	8
386.00	19
390.00	16
391.00	14
392.00	50
393.00	36
394.00	31
395.00	25
396.00	20
397.00	11
399.00	17
